	wavelength	i
	0.94679E+04	0.94670E+00
	0.94715E+04	0.82910E+00
	0.94751E+04	0.97620E+00
	0.94787E+04	0.89640E+00
	0.94823E+04	0.79240E+00
	0.94859E+04	0.81950E+00
	0.94895E+04	0.95140E+00
	0.94931E+04	0.99120E+00
	0.94967E+04	0.72070E+00
	0.95003E+04	0.85180E+00
	0.95039E+04	0.65500E+00
	0.95075E+04	0.98750E+00
	0.95111E+04	0.98180E+00
	0.95147E+04	0.98360E+00
	0.95184E+04	0.83610E+00
	0.95220E+04	0.86650E+00
	0.95256E+04	0.78260E+00
	0.95293E+04	0.87000E+00
	0.95329E+04	0.89670E+00
	0.95365E+04	0.99140E+00
	0.95402E+04	0.95130E+00
	0.95438E+04	0.92900E+00
	0.95475E+04	0.73160E+00
	0.95511E+04	0.95460E+00
	0.95547E+04	0.88280E+00
	0.95584E+04	0.86510E+00
	0.95621E+04	0.96410E+00
	0.95657E+04	0.88560E+00
	0.95694E+04	0.82170E+00
	0.95730E+04	0.91780E+00
	0.95767E+04	0.99440E+00
	0.95804E+04	0.98800E+00
	0.95841E+04	0.80530E+00
	0.95877E+04	0.99050E+00
	0.95914E+04	0.88620E+00
	0.95951E+04	0.90600E+00
	0.95988E+04	0.95670E+00
	0.96025E+04	0.95100E+00
	0.96061E+04	0.90760E+00
	0.96098E+04	0.93870E+00
	0.96135E+04	0.90210E+00
	0.96172E+04	0.93190E+00
	0.96209E+04	0.93920E+00
	0.96246E+04	0.89220E+00
	0.96283E+04	0.91470E+00
	0.96321E+04	0.98440E+00
	0.96358E+04	0.99480E+00
	0.96395E+04	0.87760E+00
	0.96432E+04	0.96770E+00
	0.96469E+04	0.92620E+00
	0.96506E+04	0.95500E+00
	0.96544E+04	0.97610E+00
	0.96581E+04	0.97680E+00
	0.96618E+04	0.95330E+00
	0.96656E+04	0.90670E+00
	0.96693E+04	0.97600E+00
	0.96731E+04	0.94450E+00
	0.96768E+04	0.99850E+00
	0.96805E+04	0.99760E+00
	0.96843E+04	0.93630E+00
	0.96880E+04	0.99890E+00
	0.96918E+04	0.99630E+00
	0.96956E+04	0.98780E+00
	0.96993E+04	0.99210E+00
	0.97031E+04	0.95570E+00
	0.97069E+04	0.99830E+00
	0.97106E+04	0.98730E+00
	0.97144E+04	0.99830E+00
	0.97182E+04	0.95420E+00
	0.97220E+04	0.99790E+00
	0.97257E+04	0.96000E+00
	0.97295E+04	0.99860E+00
	0.97333E+04	0.98740E+00
	0.97371E+04	0.96320E+00
	0.97409E+04	0.96710E+00
	0.97447E+04	0.94220E+00
	0.97485E+04	0.99490E+00
	0.97523E+04	0.95170E+00
	0.97561E+04	0.97030E+00
	0.97599E+04	0.94820E+00
	0.97637E+04	0.97320E+00
	0.97675E+04	0.97790E+00
	0.97714E+04	0.10000E+01
	0.97752E+04	0.98490E+00
	0.97790E+04	0.98790E+00
	0.97828E+04	0.98320E+00
	0.97867E+04	0.96400E+00
	0.97905E+04	0.99200E+00
	0.97943E+04	0.95580E+00
	0.97982E+04	0.99480E+00
	0.98020E+04	0.98670E+00
	0.98058E+04	0.99100E+00
	0.98097E+04	0.99930E+00
	0.98135E+04	0.99840E+00
	0.98174E+04	0.99270E+00
	0.98213E+04	0.99560E+00
	0.98251E+04	0.97370E+00
	0.98290E+04	0.97830E+00
	0.98328E+04	0.99330E+00
	0.98367E+04	0.99810E+00
	0.98406E+04	0.99990E+00
	0.98445E+04	0.99510E+00
	0.98483E+04	0.99710E+00
	0.98522E+04	0.99010E+00
	0.98561E+04	0.99970E+00
	0.98600E+04	0.99930E+00
	0.98639E+04	0.99990E+00
	0.98678E+04	0.99910E+00
	0.98717E+04	0.99890E+00
	0.98756E+04	0.99620E+00
	0.98795E+04	0.99950E+00
	0.98834E+04	0.10000E+01
	0.98873E+04	0.99960E+00
	0.98912E+04	0.99920E+00
	0.98951E+04	0.10000E+01
	0.98990E+04	0.99950E+00
	0.99030E+04	0.99780E+00
	0.99069E+04	0.10000E+01
	0.99108E+04	0.10000E+01
	0.99147E+04	0.99990E+00
	0.99187E+04	0.10000E+01
	0.99226E+04	0.99960E+00
	0.99265E+04	0.10000E+01
	0.99305E+04	0.99850E+00
	0.99344E+04	0.10000E+01
	0.99384E+04	0.10000E+01
	0.99423E+04	0.99950E+00
	0.99463E+04	0.10000E+01
	0.99502E+04	0.10000E+01
	0.99542E+04	0.10000E+01
	0.99582E+04	0.99990E+00
	0.99621E+04	0.10000E+01
	0.99661E+04	0.10000E+01
	0.99701E+04	0.99970E+00
	0.99741E+04	0.10000E+01
	0.99780E+04	0.99900E+00
	0.99820E+04	0.10000E+01
	0.99860E+04	0.99930E+00
	0.99900E+04	0.10000E+01
	0.99940E+04	0.99880E+00
	0.99980E+04	0.10000E+01
	0.10002E+05	0.99960E+00
	0.10006E+05	0.10000E+01
	0.10010E+05	0.10000E+01
	0.10014E+05	0.99930E+00
	0.10018E+05	0.99760E+00
	0.10022E+05	0.99950E+00
	0.10026E+05	0.99810E+00
	0.10030E+05	0.99980E+00
	0.10034E+05	0.10000E+01
	0.10038E+05	0.99820E+00
	0.10042E+05	0.99950E+00
	0.10046E+05	0.99880E+00
	0.10050E+05	0.10000E+01
	0.10054E+05	0.99830E+00
	0.10058E+05	0.99990E+00
	0.10062E+05	0.99940E+00
	0.10066E+05	0.99940E+00
	0.10070E+05	0.99940E+00
	0.10075E+05	0.99990E+00
	0.10079E+05	0.99780E+00
	0.10083E+05	0.99960E+00
	0.10087E+05	0.99990E+00
	0.10091E+05	0.99750E+00
	0.10095E+05	0.99650E+00
	0.10099E+05	0.99850E+00
	0.10103E+05	0.99920E+00
	0.10107E+05	0.99950E+00
	0.10111E+05	0.10000E+01
	0.10115E+05	0.10000E+01
	0.10119E+05	0.99970E+00
	0.10124E+05	0.99790E+00
	0.10128E+05	0.10000E+01
	0.10132E+05	0.99930E+00
	0.10136E+05	0.10000E+01
	0.10140E+05	0.10000E+01
	0.10144E+05	0.99910E+00
	0.10148E+05	0.99980E+00
	0.10152E+05	0.10000E+01
	0.10156E+05	0.99850E+00
	0.10161E+05	0.10000E+01
	0.10165E+05	0.10000E+01
	0.10169E+05	0.99980E+00
	0.10173E+05	0.99940E+00
	0.10177E+05	0.99990E+00
	0.10181E+05	0.10000E+01
	0.10185E+05	0.99980E+00
	0.10190E+05	0.10000E+01
	0.10194E+05	0.99700E+00
	0.10198E+05	0.10000E+01
	0.10202E+05	0.99970E+00
	0.10206E+05	0.10000E+01
	0.10210E+05	0.10000E+01
	0.10215E+05	0.10000E+01
	0.10219E+05	0.99900E+00
	0.10223E+05	0.10000E+01
	0.10227E+05	0.10000E+01
	0.10231E+05	0.99880E+00
	0.10235E+05	0.99960E+00
	0.10240E+05	0.99670E+00
	0.10244E+05	0.10000E+01
	0.10248E+05	0.10000E+01
	0.10252E+05	0.99970E+00
	0.10256E+05	0.99960E+00
	0.10261E+05	0.10000E+01
	0.10265E+05	0.99970E+00
	0.10269E+05	0.10000E+01
	0.10273E+05	0.99940E+00
	0.10277E+05	0.99900E+00
	0.10282E+05	0.10000E+01
	0.10286E+05	0.99940E+00
	0.10290E+05	0.10000E+01
	0.10294E+05	0.99980E+00
	0.10299E+05	0.10000E+01
	0.10303E+05	0.10000E+01
	0.10307E+05	0.10000E+01
	0.10311E+05	0.10000E+01
	0.10316E+05	0.99970E+00
	0.10320E+05	0.10000E+01
	0.10324E+05	0.10000E+01
	0.10328E+05	0.10000E+01
	0.10333E+05	0.99990E+00
	0.10337E+05	0.10000E+01
	0.10341E+05	0.10000E+01
	0.10346E+05	0.10000E+01
	0.10350E+05	0.10000E+01
	0.10354E+05	0.10000E+01
	0.10358E+05	0.10000E+01
	0.10363E+05	0.10000E+01
	0.10367E+05	0.10000E+01
	0.10371E+05	0.10000E+01
	0.10376E+05	0.10000E+01
	0.10380E+05	0.10000E+01
	0.10384E+05	0.10000E+01
	0.10389E+05	0.10000E+01
	0.10393E+05	0.10000E+01
	0.10397E+05	0.10000E+01
	0.10401E+05	0.10000E+01
	0.10406E+05	0.10000E+01
	0.10410E+05	0.10000E+01
	0.10414E+05	0.10000E+01
	0.10419E+05	0.10000E+01
	0.10423E+05	0.10000E+01
	0.10428E+05	0.10000E+01
	0.10432E+05	0.10000E+01
	0.10436E+05	0.10000E+01
	0.10441E+05	0.10000E+01
	0.10445E+05	0.10000E+01
	0.10449E+05	0.10000E+01
	0.10454E+05	0.10000E+01
	0.10458E+05	0.10000E+01
	0.10462E+05	0.10000E+01
	0.10467E+05	0.10000E+01
	0.10471E+05	0.10000E+01
	0.10476E+05	0.10000E+01
	0.10480E+05	0.10000E+01
	0.10484E+05	0.10000E+01
	0.10489E+05	0.10000E+01
	0.10493E+05	0.10000E+01
	0.10498E+05	0.10000E+01
	0.10502E+05	0.10000E+01
	0.10506E+05	0.10000E+01
	0.10511E+05	0.10000E+01
	0.10515E+05	0.10000E+01
	0.10520E+05	0.10000E+01
	0.10524E+05	0.10000E+01
	0.10529E+05	0.10000E+01
	0.10533E+05	0.10000E+01
	0.10537E+05	0.10000E+01
	0.10542E+05	0.10000E+01
	0.10546E+05	0.10000E+01
	0.10551E+05	0.10000E+01
	0.10555E+05	0.10000E+01
	0.10560E+05	0.10000E+01
	0.10564E+05	0.10000E+01
	0.10569E+05	0.10000E+01
	0.10573E+05	0.10000E+01
	0.10578E+05	0.10000E+01
	0.10582E+05	0.99970E+00
	0.10586E+05	0.99800E+00
	0.10591E+05	0.99970E+00
	0.10595E+05	0.10000E+01
	0.10600E+05	0.10000E+01
	0.10604E+05	0.10000E+01
	0.10609E+05	0.10000E+01
	0.10613E+05	0.10000E+01
	0.10618E+05	0.10000E+01
	0.10622E+05	0.99960E+00
	0.10627E+05	0.99950E+00
	0.10632E+05	0.10000E+01
	0.10636E+05	0.99990E+00
	0.10641E+05	0.10000E+01
	0.10645E+05	0.99980E+00
	0.10650E+05	0.99940E+00
	0.10654E+05	0.99970E+00
	0.10659E+05	0.99980E+00
	0.10663E+05	0.99990E+00
	0.10668E+05	0.10000E+01
	0.10672E+05	0.99940E+00
	0.10677E+05	0.99970E+00
	0.10681E+05	0.99930E+00
	0.10686E+05	0.99940E+00
	0.10691E+05	0.99960E+00
	0.10695E+05	0.99840E+00
	0.10700E+05	0.99950E+00
	0.10704E+05	0.99990E+00
	0.10709E+05	0.99920E+00
	0.10714E+05	0.99960E+00
	0.10718E+05	0.99800E+00
	0.10723E+05	0.99900E+00
	0.10727E+05	0.99700E+00
	0.10732E+05	0.99820E+00
	0.10737E+05	0.10000E+01
	0.10741E+05	0.99950E+00
	0.10746E+05	0.98980E+00
	0.10750E+05	0.99890E+00
	0.10755E+05	0.99990E+00
	0.10760E+05	0.99960E+00
	0.10764E+05	0.10000E+01
	0.10769E+05	0.99990E+00
	0.10774E+05	0.98150E+00
	0.10778E+05	0.99890E+00
	0.10783E+05	0.99870E+00
	0.10787E+05	0.99880E+00
	0.10792E+05	0.10000E+01
	0.10797E+05	0.99750E+00
	0.10801E+05	0.98060E+00
	0.10806E+05	0.99670E+00
	0.10811E+05	0.99850E+00
	0.10815E+05	0.98990E+00
	0.10820E+05	0.99630E+00
	0.10825E+05	0.99980E+00
	0.10830E+05	0.10000E+01
	0.10834E+05	0.98100E+00
	0.10839E+05	0.99130E+00
	0.10844E+05	0.99760E+00
	0.10848E+05	0.99300E+00
	0.10853E+05	0.99760E+00
	0.10858E+05	0.99670E+00
	0.10862E+05	0.94210E+00
	0.10867E+05	0.99840E+00
	0.10872E+05	0.99700E+00
	0.10877E+05	0.99780E+00
	0.10881E+05	0.99950E+00
	0.10886E+05	0.99490E+00
	0.10891E+05	0.99040E+00
	0.10896E+05	0.98300E+00
	0.10900E+05	0.99350E+00
	0.10905E+05	0.96700E+00
	0.10910E+05	0.99860E+00
	0.10915E+05	0.99950E+00
	0.10919E+05	0.99810E+00
	0.10924E+05	0.95540E+00
	0.10929E+05	0.97350E+00
	0.10934E+05	0.99230E+00
	0.10939E+05	0.99320E+00
	0.10943E+05	0.98790E+00
	0.10948E+05	0.95810E+00
	0.10953E+05	0.99800E+00
	0.10958E+05	0.96320E+00
	0.10963E+05	0.99590E+00
	0.10967E+05	0.98720E+00
	0.10972E+05	0.99770E+00
	0.10977E+05	0.95820E+00
	0.10982E+05	0.97570E+00
	0.10987E+05	0.96440E+00
	0.10991E+05	0.98210E+00
	0.10996E+05	0.92230E+00
	0.11001E+05	0.97000E+00
	0.11006E+05	0.97140E+00
	0.11011E+05	0.94170E+00
	0.11016E+05	0.99870E+00
	0.11020E+05	0.92490E+00
	0.11025E+05	0.95390E+00
	0.11030E+05	0.96810E+00
	0.11035E+05	0.98440E+00
	0.11040E+05	0.97180E+00
	0.11045E+05	0.91770E+00
	0.11050E+05	0.98080E+00
	0.11055E+05	0.96500E+00
	0.11060E+05	0.95500E+00
	0.11064E+05	0.91530E+00
	0.11069E+05	0.95660E+00
	0.11074E+05	0.98320E+00
	0.11079E+05	0.95090E+00
	0.11084E+05	0.93340E+00
	0.11089E+05	0.94090E+00
	0.11094E+05	0.97330E+00
	0.11099E+05	0.97560E+00
	0.11104E+05	0.92310E+00
	0.11109E+05	0.93510E+00
	0.11114E+05	0.86590E+00
	0.11119E+05	0.98700E+00
	0.11123E+05	0.97130E+00
	0.11128E+05	0.90720E+00
	0.11133E+05	0.80620E+00
	0.11138E+05	0.83990E+00
	0.11143E+05	0.97280E+00
	0.11148E+05	0.98390E+00
	0.11153E+05	0.75330E+00
	0.11158E+05	0.93690E+00
	0.11163E+05	0.68500E+00
	0.11168E+05	0.89000E+00
	0.11173E+05	0.68100E+00
	0.11178E+05	0.95100E+00
	0.11183E+05	0.74350E+00
	0.11188E+05	0.75210E+00
	0.11193E+05	0.57430E+00
	0.11198E+05	0.81710E+00
	0.11203E+05	0.66280E+00
	0.11208E+05	0.92000E+00
	0.11213E+05	0.71320E+00
	0.11218E+05	0.64700E+00
	0.11223E+05	0.53880E+00
	0.11228E+05	0.58300E+00
	0.11233E+05	0.91270E+00
	0.11238E+05	0.45410E+00
	0.11244E+05	0.84630E+00
	0.11249E+05	0.94030E+00
	0.11254E+05	0.45560E+00
	0.11259E+05	0.66100E+00
	0.11264E+05	0.66580E+00
	0.11269E+05	0.90670E+00
	0.11274E+05	0.70760E+00
	0.11279E+05	0.60890E+00
	0.11284E+05	0.67920E+00
	0.11289E+05	0.93480E+00
	0.11294E+05	0.78450E+00
	0.11299E+05	0.55230E+00
	0.11305E+05	0.85550E+00
	0.11310E+05	0.93990E+00
	0.11315E+05	0.90240E+00
	0.11320E+05	0.93480E+00
	0.11325E+05	0.81330E+00
	0.11330E+05	0.83880E+00
	0.11335E+05	0.62100E+00
	0.11340E+05	0.68360E+00
	0.11346E+05	0.35790E+00
	0.11351E+05	0.31490E+00
	0.11356E+05	0.92550E+00
	0.11361E+05	0.56790E+00
	0.11366E+05	0.94290E+00
	0.11371E+05	0.97490E+00
	0.11377E+05	0.78950E+00
	0.11382E+05	0.95440E+00
	0.11387E+05	0.72940E+00
	0.11392E+05	0.99080E+00
	0.11397E+05	0.84490E+00
	0.11403E+05	0.96630E+00
	0.11408E+05	0.72870E+00
	0.11413E+05	0.83690E+00
	0.11418E+05	0.92100E+00
	0.11423E+05	0.83330E+00
	0.11429E+05	0.86490E+00
	0.11434E+05	0.98290E+00
	0.11439E+05	0.75500E+00
	0.11444E+05	0.64760E+00
	0.11450E+05	0.76840E+00
	0.11455E+05	0.70860E+00
	0.11460E+05	0.97280E+00
	0.11465E+05	0.62290E+00
	0.11471E+05	0.75480E+00
	0.11476E+05	0.64910E+00
	0.11481E+05	0.98140E+00
	0.11486E+05	0.80310E+00
	0.11492E+05	0.92890E+00
	0.11497E+05	0.62880E+00
	0.11502E+05	0.88100E+00
	0.11507E+05	0.86000E+00
	0.11513E+05	0.84790E+00
	0.11518E+05	0.83550E+00
	0.11523E+05	0.89490E+00
	0.11529E+05	0.75760E+00
	0.11534E+05	0.96620E+00
	0.11539E+05	0.79950E+00
	0.11545E+05	0.85730E+00
	0.11550E+05	0.90910E+00
	0.11555E+05	0.69680E+00
	0.11561E+05	0.95150E+00
	0.11566E+05	0.91750E+00
	0.11571E+05	0.95000E+00
	0.11577E+05	0.85070E+00
	0.11582E+05	0.98240E+00
	0.11587E+05	0.90520E+00
	0.11593E+05	0.97170E+00
	0.11598E+05	0.94060E+00
	0.11604E+05	0.89340E+00
	0.11609E+05	0.99010E+00
	0.11614E+05	0.94910E+00
	0.11620E+05	0.98830E+00
	0.11625E+05	0.93170E+00
	0.11631E+05	0.99900E+00
	0.11636E+05	0.95210E+00
	0.11641E+05	0.99520E+00
	0.11647E+05	0.99110E+00
	0.11652E+05	0.97560E+00
	0.11658E+05	0.95640E+00
	0.11663E+05	0.99440E+00
	0.11669E+05	0.96850E+00
	0.11674E+05	0.99870E+00
	0.11680E+05	0.98430E+00
	0.11685E+05	0.98230E+00
	0.11690E+05	0.98470E+00
	0.11696E+05	0.98360E+00
	0.11701E+05	0.98000E+00
	0.11707E+05	0.99050E+00
	0.11712E+05	0.98150E+00
	0.11718E+05	0.99380E+00
	0.11723E+05	0.98130E+00
	0.11729E+05	0.98700E+00
	0.11734E+05	0.98620E+00
	0.11740E+05	0.95400E+00
	0.11745E+05	0.98890E+00
	0.11751E+05	0.99020E+00
	0.11756E+05	0.97910E+00
	0.11762E+05	0.10000E+01
	0.11767E+05	0.99650E+00
	0.11773E+05	0.98790E+00
	0.11779E+05	0.94110E+00
	0.11784E+05	0.97920E+00
	0.11790E+05	0.99790E+00
	0.11795E+05	0.96680E+00
	0.11801E+05	0.99010E+00
	0.11806E+05	0.99570E+00
	0.11812E+05	0.98530E+00
	0.11818E+05	0.94180E+00
	0.11823E+05	0.95470E+00
	0.11829E+05	0.98980E+00
	0.11834E+05	0.99630E+00
	0.11840E+05	0.99210E+00
	0.11846E+05	0.94820E+00
	0.11851E+05	0.96840E+00
	0.11857E+05	0.99750E+00
	0.11862E+05	0.99270E+00
	0.11868E+05	0.98850E+00
	0.11874E+05	0.98880E+00
	0.11879E+05	0.93290E+00
	0.11885E+05	0.97160E+00
	0.11891E+05	0.98350E+00
	0.11896E+05	0.99520E+00
	0.11902E+05	0.98700E+00
	0.11908E+05	0.98770E+00
	0.11913E+05	0.99110E+00
	0.11919E+05	0.98600E+00
	0.11925E+05	0.99870E+00
	0.11930E+05	0.99700E+00
	0.11936E+05	0.96940E+00
	0.11942E+05	0.99510E+00
	0.11947E+05	0.99510E+00
	0.11953E+05	0.98160E+00
	0.11959E+05	0.98960E+00
	0.11965E+05	0.99130E+00
	0.11970E+05	0.99400E+00
	0.11976E+05	0.97390E+00
	0.11982E+05	0.99960E+00
	0.11988E+05	0.96350E+00
	0.11993E+05	0.98550E+00
	0.11999E+05	0.98890E+00
	0.12005E+05	0.99130E+00
	0.12011E+05	0.98410E+00
	0.12016E+05	0.97320E+00
	0.12022E+05	0.99870E+00
	0.12028E+05	0.99430E+00
	0.12034E+05	0.98730E+00
	0.12039E+05	0.92300E+00
	0.12045E+05	0.98650E+00
	0.12051E+05	0.96790E+00
	0.12057E+05	0.99740E+00
	0.12063E+05	0.98760E+00
	0.12069E+05	0.98790E+00
	0.12074E+05	0.99270E+00
	0.12080E+05	0.98220E+00
	0.12086E+05	0.99370E+00
	0.12092E+05	0.97860E+00
	0.12098E+05	0.98450E+00
	0.12104E+05	0.99090E+00
	0.12109E+05	0.99710E+00
	0.12115E+05	0.97650E+00
	0.12121E+05	0.98530E+00
	0.12127E+05	0.99510E+00
	0.12133E+05	0.99950E+00
	0.12139E+05	0.99050E+00
	0.12145E+05	0.99410E+00
	0.12151E+05	0.98830E+00
	0.12157E+05	0.99470E+00
	0.12162E+05	0.99570E+00
	0.12168E+05	0.99180E+00
	0.12174E+05	0.99980E+00
	0.12180E+05	0.99280E+00
	0.12186E+05	0.98950E+00
	0.12192E+05	0.98660E+00
	0.12198E+05	0.99340E+00
	0.12204E+05	0.99420E+00
	0.12210E+05	0.99860E+00
	0.12216E+05	0.98720E+00
	0.12222E+05	0.99480E+00
	0.12228E+05	0.99310E+00
	0.12234E+05	0.99260E+00
	0.12240E+05	0.99280E+00
	0.12246E+05	0.99660E+00
	0.12252E+05	0.99630E+00
	0.12258E+05	0.99820E+00
	0.12264E+05	0.99900E+00
	0.12270E+05	0.99400E+00
	0.12276E+05	0.99820E+00
	0.12282E+05	0.99940E+00
	0.12288E+05	0.99900E+00
	0.12294E+05	0.99850E+00
	0.12300E+05	0.99930E+00
	0.12306E+05	0.10000E+01
	0.12312E+05	0.99970E+00
	0.12318E+05	0.99980E+00
	0.12324E+05	0.99960E+00
	0.12330E+05	0.99920E+00
	0.12337E+05	0.99930E+00
	0.12343E+05	0.10000E+01
	0.12349E+05	0.10000E+01
	0.12355E+05	0.10000E+01
	0.12361E+05	0.10000E+01
	0.12367E+05	0.99970E+00
	0.12373E+05	0.10000E+01
	0.12379E+05	0.10000E+01
	0.12385E+05	0.10000E+01
	0.12392E+05	0.10000E+01
	0.12398E+05	0.10000E+01
	0.12404E+05	0.99990E+00
	0.12410E+05	0.10000E+01
	0.12416E+05	0.10000E+01
	0.12422E+05	0.10000E+01
	0.12429E+05	0.10000E+01
	0.12435E+05	0.10000E+01
	0.12441E+05	0.10000E+01
	0.12447E+05	0.10000E+01
	0.12453E+05	0.99990E+00
	0.12460E+05	0.10000E+01
	0.12466E+05	0.99970E+00
	0.12472E+05	0.10000E+01
	0.12478E+05	0.99980E+00
	0.12484E+05	0.99920E+00
	0.12491E+05	0.10000E+01
	0.12497E+05	0.99850E+00
	0.12503E+05	0.10000E+01
	0.12509E+05	0.99720E+00
	0.12516E+05	0.10000E+01
	0.12522E+05	0.10000E+01
	0.12528E+05	0.99510E+00
	0.12534E+05	0.10000E+01
	0.12541E+05	0.99220E+00
	0.12547E+05	0.10000E+01
	0.12553E+05	0.99960E+00
	0.12560E+05	0.98900E+00
	0.12566E+05	0.10000E+01
	0.12572E+05	0.98560E+00
	0.12579E+05	0.99950E+00
	0.12585E+05	0.99920E+00
	0.12591E+05	0.98040E+00
	0.12598E+05	0.99610E+00
	0.12604E+05	0.99230E+00
	0.12610E+05	0.96790E+00
	0.12617E+05	0.97970E+00
	0.12623E+05	0.95120E+00
	0.12629E+05	0.97950E+00
	0.12636E+05	0.95750E+00
	0.12642E+05	0.92900E+00
	0.12649E+05	0.96430E+00
	0.12655E+05	0.95670E+00
	0.12661E+05	0.94990E+00
	0.12668E+05	0.95040E+00
	0.12674E+05	0.96620E+00
	0.12681E+05	0.97620E+00
	0.12687E+05	0.78390E+00
	0.12694E+05	0.89240E+00
	0.12700E+05	0.97290E+00
	0.12706E+05	0.98020E+00
	0.12713E+05	0.98650E+00
	0.12719E+05	0.96770E+00
	0.12726E+05	0.97820E+00
	0.12732E+05	0.98500E+00
	0.12739E+05	0.96910E+00
	0.12745E+05	0.99340E+00
	0.12752E+05	0.97610E+00
	0.12758E+05	0.98990E+00
	0.12765E+05	0.98450E+00
	0.12771E+05	0.98310E+00
	0.12778E+05	0.99980E+00
